AMOUNT__C,BROKER_STATUS__C,BROKER_TIER__C,CLIENT_RISK_RATING__C,CREDIT_SCORE_BORROWER_2__C,CREDIT_SCORE__C,CURRENT_TERM_IN_MONTHS__C,EMPLOYMENT_STATUS_BORROWER_2__C,EMPLOYMENT_STATUS__C,GLOBAL_DEBT_SERVICING_RATIO__C,LOAN_ID__C,INTEREST_RATE__C,LOAN_TO_VALUE__C,MORTGAGE_POSITION__C,MORTGAGE_PURPOSE__C,OCCUPANCY_TYPE__C,PROPERTY_TYPE__C,SELF_EMPLOYED__C,STAGE__C,TOTAL_DEBT_SERVICING_RATIO__C
319329,Approved,Key Account,4,537,762,4,Contract,Contract,85.1,a006g000002FDCUAA4,4.08,58,3,Refinance,Owner,Row,FALSE,Declined,88.4
1460521,Deactivated,Key Account,3,725,487,22,Commissions,Pension,8.4,a006g000002FDCVAA4,8.16,72,2,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Approved,99.5
808518,Watch List,Non Key Account,3,620,413,23,Commissions,Pension,15.4,a006g000002FDCWAA4,5.99,65,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,16.2
935712,Deactivated,Key Account,3,472,900,24,Self-employed,Pension,40.5,a006g000002FDCXAA4,6.63,47,2,Equity Takeout,Rent To Own,Row,FALSE,Declined,41.7
1333492,Approved,Key Account,3,630,693,26,Commissions,Self-employed,21.1,a006g000002FDCYAA4,6.9,29,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,TRUE,Declined,76.4
1474658,Approved,Key Account,4,855,851,43,Commissions,Other,0.7,a006g000002FDCZAA4,5.26,46,2,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,44.8
970611,Watch List,Non Key Account,3,516,890,53,Pension,Hourly,77.9,a006g000002FDCaAAO,4.78,19,3,Purchase Rent to Own,Owner,Row,FALSE,Declined,86.2
190123,Watch List,Key Account,3,723,758,51,Pension,Pension,2.9,a006g000002FDCbAAO,9.85,7,3,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Approved,30.5
1398999,Approved,Key Account,4,561,514,6,Other,Commissions,48.6,a006g000002FDCcAAO,8.3,10,2,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Approved,76.9
627447,Approved,Non Key Account,3,757,611,55,Commissions,Contract,98.8,a006g000002FDCdAAO,4.89,16,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,99.8
726779,Approved,Non Key Account,3,625,705,36,Commissions,Contract,80.3,a006g000002FDCeAAO,8.22,69,3,Refinance,Owner,Single,FALSE,Approved,81
973369,Approved,Key Account,4,499,610,8,Hourly,Commissions,25.5,a006g000002FDCfAAO,6.06,44,2,Refinance,Rent To Own,Apartment Low Rise,FALSE,Declined,45.5
1203648,Watch List,Non Key Account,3,500,617,49,Pension,Hourly,18,a006g000002FDCgAAO,8.01,45,2,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,86.6
1305556,Approved,Non Key Account,3,889,415,49,Commissions,Contract,21.2,a006g000002FDChAAO,8.6,16,2,Purchase,Rent To Own,Row,FALSE,Declined,41.8
146714,Approved,Key Account,3,532,712,43,Salary,Other,28.4,a006g000002FDCiAAO,8.66,7,2,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,93.9
668522,Approved,Key Account,5,617,497,20,Commissions,Contract,77.4,a006g000002FDCjAAO,8.85,18,2,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,94.1
545314,Approved,Non Key Account,3,491,421,59,Commissions,Pension,77.9,a006g000002FDCkAAO,8.62,57,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,85.6
156056,Watch List,Non Key Account,4,768,819,28,Contract,Contract,82,a006g000002FDClAAO,9.1,67,3,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,89.8
1403187,Deactivated,Key Account,3,734,791,39,Contract,Salary,45,a006g000002FDCmAAO,5.84,62,2,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,95
532366,Approved,Key Account,5,761,724,57,Other,Contract,31.6,a006g000002FDCnAAO,5.86,67,1,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,40
1076776,Approved,Non Key Account,3,417,422,6,Contract,Pension,25.2,a006g000002FDCoAAO,9.8,13,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Declined,45.2
1273687,Watch List,Key Account,5,687,817,54,Pension,Pension,80.9,a006g000002FDCpAAO,7.77,60,3,Refinance,Owner,Apartment Low Rise,FALSE,Declined,84.5
139503,Approved,Non Key Account,4,507,829,49,Commissions,Contract,68.6,a006g000002FDCqAAO,7.47,59,2,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,98.8
1183021,Approved,Key Account,4,566,890,42,Other,Self-employed,55.8,a006g000002FDCrAAO,8.7,15,3,Purchase,Rental,Apartment High Rise,TRUE,Declined,89.1
1166160,Approved,Key Account,2,428,645,58,Salary,Contract,57.4,a006g000002FDCsAAO,4.96,45,2,Purchase Rent to Own,Owner,Semi-detached,FALSE,Approved,59.8
681468,Approved,Non Key Account,4,546,560,0,Commissions,Self-employed,50.2,a006g000002FDCtAAO,5.71,37,2,Equity Takeout,Rent To Own,Semi-detached,TRUE,Declined,97.3
420897,Approved,Non Key Account,3,611,633,18,Other,Contract,29.8,a006g000002FDCuAAO,7.86,78,2,Refinance,Rent To Own,Single,FALSE,Declined,34.4
452940,Approved,Key Account,4,404,672,5,Hourly,Pension,76.5,a006g000002FDCvAAO,5.07,74,1,Refinance,Rental,Apartment Low Rise,FALSE,Declined,88.2
1437891,Watch List,Non Key Account,4,705,411,20,Contract,Self-employed,86.7,a006g000002FDCwAAO,4.85,44,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,TRUE,Declined,87.8
392187,Approved,Non Key Account,4,611,793,60,Commissions,Contract,59.9,a006g000002FDCxAAO,7.72,42,1,Equity Takeout,Rent To Own,Single,FALSE,Declined,74
706130,Approved,Non Key Account,2,506,430,15,Other,Self-employed,14.8,a006g000002FDCyAAO,8.04,72,1,Equity Takeout,Rent To Own,Row,TRUE,Declined,80.9
940391,Approved,Key Account,3,469,702,47,Self-employed,Pension,74.6,a006g000002FDCzAAO,5.94,35,1,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,76.4
169042,Approved,Key Account,4,610,426,40,Salary,Self-employed,44.3,a006g000002FDD0AAO,4.3,49,3,Purchase Rent to Own,Rent To Own,Semi-detached,TRUE,Declined,58.7
1484175,Approved,Key Account,2,623,663,9,Hourly,Self-employed,96.1,a006g000002FDD1AAO,7.73,29,1,Purchase Rent to Own,Rental,Row,TRUE,Declined,99.7
1094963,Approved,Non Key Account,3,464,809,9,Pension,Salary,43.8,a006g000002FDD2AAO,6.59,17,2,Purchase,Rental,Row,FALSE,Declined,91.5
922801,Watch List,Key Account,2,427,520,6,Hourly,Other,98.4,a006g000002FDD3AAO,8.26,23,3,Purchase,Rental,Row,FALSE,Approved,99.5
1494656,Watch List,Non Key Account,3,863,801,37,Contract,Salary,97.7,a006g000002FDD4AAO,4.45,63,3,Purchase,Rental,Semi-detached,FALSE,Declined,99
1089424,Watch List,Key Account,6,824,717,0,Pension,Commissions,94.3,a006g000002FDD5AAO,9.01,6,2,Purchase Rent to Own,Rental,Row,FALSE,Declined,97.6
1395204,Approved,Key Account,2,506,530,30,Salary,Other,90,a006g000002FDD6AAO,4.03,52,3,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,90.9
1244424,Approved,Key Account,2,486,709,48,Self-employed,Commissions,13.7,a006g000002FDD7AAO,9.06,35,1,Refinance,Owner,Semi-detached,FALSE,Declined,18.4
123072,Approved,Key Account,5,512,801,34,Pension,Pension,28.6,a006g000002FDD8AAO,6.75,48,2,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,76.8
775539,Watch List,Key Account,4,568,484,5,Pension,Salary,36.4,a006g000002FDD9AAO,6.1,65,3,Equity Takeout,Owner,Single,FALSE,Declined,55.8
509879,Approved,Key Account,3,763,799,13,Salary,Commissions,40.1,a006g000002FDDAAA4,9.2,73,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,96.9
958481,Approved,Key Account,5,885,435,56,Contract,Hourly,43.6,a006g000002FDDBAA4,6.87,22,1,Equity Takeout,Rent To Own,Row,FALSE,Declined,88.6
178545,Deactivated,Key Account,2,618,679,21,Contract,Contract,68.1,a006g000002FDDCAA4,8.42,5,2,Purchase Rent to Own,Owner,Row,FALSE,Approved,98.2
505099,Approved,Non Key Account,3,850,692,43,Commissions,Hourly,85.6,a006g000002FDDDAA4,5.55,51,3,Purchase Rent to Own,Rental,Row,FALSE,Declined,87.2
870695,Approved,Non Key Account,4,475,664,57,Hourly,Self-employed,48,a006g000002FDDEAA4,7.45,38,1,Purchase Rent to Own,Rental,Single,TRUE,Declined,67
1290531,Approved,Non Key Account,4,419,757,41,Self-employed,Pension,91.6,a006g000002FDDFAA4,6.67,7,2,Purchase,Owner,Apartment Low Rise,FALSE,Declined,93.6
473327,Watch List,Non Key Account,4,654,615,29,Other,Salary,69.8,a006g000002FDDGAA4,9.26,35,2,Purchase,Owner,Apartment High Rise,FALSE,Declined,72.4
1176972,Approved,Non Key Account,3,639,776,15,Commissions,Hourly,69.2,a006g000002FDDHAA4,4.5,47,2,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Approved,94.6
738233,Approved,Key Account,3,471,407,60,Commissions,Salary,68.8,a006g000002FDDIAA4,8.33,12,1,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,86.8
495027,Approved,Non Key Account,4,757,667,36,Pension,Salary,81.5,a006g000002FDDJAA4,5.71,71,3,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,86.9
165182,Watch List,Key Account,5,793,900,47,Commissions,Self-employed,4.5,a006g000002FDDKAA4,4.95,30,1,Equity Takeout,Rent To Own,Row,TRUE,Declined,44.6
293716,Approved,Non Key Account,3,629,489,41,Contract,Commissions,95.3,a006g000002FDDLAA4,7.6,29,2,Purchase,Rental,Row,FALSE,Declined,99.9
552475,Approved,Non Key Account,4,577,833,33,Salary,Pension,65.7,a006g000002FDDMAA4,5.09,37,3,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,98.6
1001106,Approved,Key Account,3,889,484,2,Self-employed,Commissions,91.7,a006g000002FDDNAA4,4.52,77,1,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,93.8
778690,Approved,Non Key Account,4,844,605,52,Salary,Pension,0.8,a006g000002FDDOAA4,8.04,26,3,Equity Takeout,Owner,Row,FALSE,Declined,2.3
557648,Deactivated,Non Key Account,4,534,508,6,Pension,Hourly,22.7,a006g000002FDDPAA4,9.42,31,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,56.9
349033,Approved,Key Account,4,551,550,6,Salary,Self-employed,73,a006g000002FDDQAA4,6.65,51,3,Refinance,Rent To Own,Apartment High Rise,TRUE,Declined,93.8
1086370,Approved,Non Key Account,2,740,815,17,Contract,Pension,11.7,a006g000002FDDRAA4,5.58,33,1,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,15.5
1159952,Approved,Key Account,4,744,654,30,Hourly,Hourly,15.5,a006g000002FDDSAA4,8.77,21,3,Refinance,Rent To Own,Row,FALSE,Approved,60
575256,Approved,Key Account,3,782,582,33,Commissions,Contract,94.1,a006g000002FDDTAA4,5.73,59,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Declined,99.5
1357084,Approved,Non Key Account,5,766,445,28,Hourly,Self-employed,62.1,a006g000002FDDUAA4,6.81,61,2,Equity Takeout,Rental,Apartment Low Rise,TRUE,Declined,89.5
778991,Approved,Non Key Account,4,538,441,24,Salary,Contract,96,a006g000002FDDVAA4,9.87,25,3,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,98.8
294255,Approved,Key Account,3,628,773,2,Salary,Commissions,15.3,a006g000002FDDWAA4,6.09,56,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,35.7
545596,Approved,Non Key Account,3,497,410,41,Salary,Self-employed,77.7,a006g000002FDDXAA4,8.95,66,1,Purchase,Rental,Apartment High Rise,TRUE,Declined,92
664318,Watch List,Key Account,2,455,654,17,Salary,Contract,2.2,a006g000002FDDYAA4,7.81,10,3,Refinance,Rental,Row,FALSE,Declined,48.5
168716,Approved,Key Account,4,692,616,30,Salary,Commissions,48.7,a006g000002FDDZAA4,4.54,48,3,Refinance,Rent To Own,Semi-detached,FALSE,Declined,91.1
1244970,Approved,Non Key Account,3,630,475,49,Pension,Hourly,66.1,a006g000002FDDaAAO,9.98,52,1,Refinance for Debt Consolidation,Owner,Single,FALSE,Approved,97.8
1422893,Approved,Non Key Account,2,866,502,14,Contract,Contract,59,a006g000002FDDbAAO,9.4,38,1,Refinance,Owner,Single,FALSE,Declined,74.8
872325,Approved,Non Key Account,4,511,495,55,Other,Pension,29.4,a006g000002FDDcAAO,5.54,70,1,Purchase Rent to Own,Owner,Single,FALSE,Approved,88.8
1006382,Watch List,Key Account,2,547,861,8,Hourly,Salary,24.7,a006g000002FDDdAAO,5.71,26,1,Purchase,Rent To Own,Row,FALSE,Declined,81.6
969395,Approved,Key Account,2,687,833,54,Other,Other,79.3,a006g000002FDDeAAO,9.89,48,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Approved,90.9
977012,Approved,Non Key Account,4,530,475,54,Other,Commissions,69.4,a006g000002FDDfAAO,5.81,78,1,Purchase,Owner,Apartment High Rise,FALSE,Declined,90.5
1372638,Approved,Key Account,3,899,430,4,Contract,Contract,38,a006g000002FDDgAAO,7.46,31,1,Purchase Rent to Own,Owner,Row,FALSE,Declined,60.1
789315,Approved,Non Key Account,4,509,506,59,Other,Salary,98.2,a006g000002FDDhAAO,4.03,69,2,Equity Takeout,Owner,Row,FALSE,Declined,98.4
233521,Approved,Key Account,5,749,421,51,Other,Contract,38.1,a006g000002FDDiAAO,7.47,46,1,Purchase Rent to Own,Rental,Apartment Low Rise,FALSE,Approved,53.6
627608,Approved,Key Account,3,853,800,30,Contract,Hourly,37.3,a006g000002FDDjAAO,6.92,21,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Approved,62.7
1449286,Approved,Non Key Account,4,413,744,12,Commissions,Commissions,85.1,a006g000002FDDkAAO,6.77,13,2,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,98.2
266537,Approved,Non Key Account,2,670,823,5,Commissions,Other,8.8,a006g000002FDDlAAO,6.63,41,3,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,16.1
282584,Deactivated,Key Account,4,422,449,29,Commissions,Pension,33.5,a006g000002FDDmAAO,6.69,52,3,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,53.1
698629,Approved,Non Key Account,4,453,674,50,Commissions,Contract,0.5,a006g000002FDDnAAO,8.96,77,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,77.5
1058004,Approved,Key Account,4,625,772,16,Salary,Hourly,57.1,a006g000002FDDoAAO,7.89,55,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,77.3
252933,Approved,Non Key Account,4,653,713,30,Contract,Other,63.8,a006g000002FDDpAAO,7.26,71,2,Purchase Rent to Own,Owner,Single,FALSE,Declined,98.9
728046,Approved,Non Key Account,3,691,699,42,Other,Hourly,72.1,a006g000002FDDqAAO,7.93,53,3,Purchase,Owner,Apartment High Rise,FALSE,Declined,86.7
629540,Deactivated,Non Key Account,2,590,826,48,Contract,Other,23.4,a006g000002FDDrAAO,7.31,7,3,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,78.8
845362,Approved,Non Key Account,3,446,633,7,Other,Salary,81.2,a006g000002FDDsAAO,4.53,39,2,Purchase,Rental,Semi-detached,FALSE,Declined,88.9
1415609,Approved,Non Key Account,3,576,582,45,Salary,Salary,45.6,a006g000002FDDtAAO,7.5,71,2,Purchase,Rent To Own,Single,FALSE,Declined,48.8
1284069,Watch List,Non Key Account,2,497,547,38,Self-employed,Commissions,77,a006g000002FDDuAAO,5.5,33,1,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,89.1
288003,Watch List,Key Account,2,572,631,7,Hourly,Self-employed,22.8,a006g000002FDDvAAO,4.1,59,1,Equity Takeout,Rental,Semi-detached,TRUE,Declined,99.6
352894,Approved,Non Key Account,1,447,509,40,Other,Commissions,76.1,a006g000002FDDwAAO,9.13,15,1,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,80.8
1288386,Approved,Key Account,3,604,614,30,Self-employed,Salary,44.4,a006g000002FDDxAAO,4.94,46,2,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,FALSE,Approved,80.8
127765,Approved,Non Key Account,4,576,453,14,Other,Salary,96.7,a006g000002FDDyAAO,5.3,17,2,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,98
1455911,Approved,Key Account,4,486,621,15,Contract,Other,15.4,a006g000002FDDzAAO,7.99,22,3,Purchase,Owner,Row,FALSE,Declined,90.2
401898,Watch List,Key Account,4,595,707,48,Hourly,Self-employed,28.9,a006g000002FDE0AAO,4.63,54,3,Equity Takeout,Owner,Apartment High Rise,TRUE,Declined,78.2
1381959,Approved,Key Account,4,724,785,43,Contract,Salary,12,a006g000002FDE1AAO,9.94,33,1,Equity Takeout,Rent To Own,Row,FALSE,Declined,35.1
367482,Approved,Non Key Account,4,574,411,33,Hourly,Hourly,48.1,a006g000002FDE2AAO,4.09,42,3,Refinance for Debt Consolidation,Owner,Row,FALSE,Declined,99.4
1206551,Approved,Non Key Account,4,701,519,43,Self-employed,Other,68,a006g000002FDE3AAO,8.9,79,3,Purchase,Rental,Row,FALSE,Declined,82.5
173920,Approved,Non Key Account,4,788,793,54,Hourly,Commissions,52.5,a006g000002FDE4AAO,8.75,10,1,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,57.5
1487469,Approved,Key Account,4,478,632,18,Commissions,Hourly,13.9,a006g000002FDE5AAO,4.99,62,3,Refinance,Rental,Semi-detached,FALSE,Approved,26.6
782059,Approved,Non Key Account,5,603,509,8,Commissions,Other,71.7,a006g000002FDE6AAO,4.95,37,1,Refinance,Owner,Row,FALSE,Declined,74.6
255374,Watch List,Key Account,3,677,622,25,Contract,Hourly,46.6,a006g000002FDE7AAO,9.65,5,2,Refinance,Rental,Row,FALSE,Declined,61.4
290018,Watch List,Non Key Account,5,617,768,44,Commissions,Pension,24.8,a006g000002FDE8AAO,5.07,12,2,Purchase,Owner,Semi-detached,FALSE,Declined,42.6
1120294,Approved,Non Key Account,4,532,840,46,Pension,Other,36.3,a006g000002FDE9AAO,6.71,79,1,Equity Takeout,Rent To Own,Single,FALSE,Declined,49.6
441499,Watch List,Non Key Account,2,495,860,53,Other,Commissions,44.1,a006g000002FDEAAA4,4.23,48,2,Purchase,Rent To Own,Single,FALSE,Declined,50.3
450169,Watch List,Non Key Account,3,783,413,2,Other,Commissions,34.7,a006g000002FDEBAA4,7.8,52,3,Purchase,Owner,Semi-detached,FALSE,Declined,97.5
448729,Approved,Non Key Account,3,476,846,46,Hourly,Other,38,a006g000002FDECAA4,8.36,48,3,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Declined,82.9
1118633,Watch List,Non Key Account,6,560,900,35,Self-employed,Hourly,91.8,a006g000002FDEDAA4,8.21,71,2,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,93.8
1435666,Deactivated,Key Account,5,676,775,23,Hourly,Commissions,0.5,a006g000002FDEEAA4,8.23,33,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Approved,1.9
168643,Approved,Non Key Account,3,417,474,52,Salary,Contract,11.6,a006g000002FDEFAA4,9.29,56,2,Purchase,Owner,Single,FALSE,Declined,92.3
708261,Approved,Non Key Account,1,696,530,1,Commissions,Contract,86.8,a006g000002FDEGAA4,7.45,14,1,Refinance,Rent To Own,Semi-detached,FALSE,Declined,89.7
1097964,Approved,Non Key Account,3,585,690,32,Self-employed,Other,54.3,a006g000002FDEHAA4,4.08,54,3,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,64.8
922611,Approved,Key Account,4,662,710,52,Hourly,Salary,45.3,a006g000002FDEIAA4,6.39,15,3,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,86.7
1112312,Approved,Non Key Account,3,869,854,56,Other,Hourly,64.1,a006g000002FDEJAA4,7.39,19,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,67.5
892761,Approved,Key Account,5,571,829,31,Pension,Other,6.9,a006g000002FDEKAA4,8.15,14,1,Purchase,Owner,Single,FALSE,Approved,26.5
1167751,Watch List,Key Account,3,497,446,2,Hourly,Pension,46.8,a006g000002FDELAA4,7.44,21,2,Refinance,Rent To Own,Apartment High Rise,FALSE,Declined,75.4
661816,Approved,Non Key Account,2,852,592,17,Pension,Self-employed,88.9,a006g000002FDEMAA4,6.66,11,1,Equity Takeout,Rent To Own,Single,TRUE,Declined,99.9
825206,Deactivated,Non Key Account,3,461,668,56,Commissions,Contract,29.9,a006g000002FDENAA4,5.94,35,3,Refinance,Rental,Row,FALSE,Declined,83.9
265597,Approved,Key Account,4,727,518,20,Hourly,Self-employed,36.6,a006g000002FDEOAA4,8.32,33,2,Equity Takeout,Rental,Single,TRUE,Declined,44
1240781,Watch List,Key Account,4,636,737,52,Commissions,Other,99.5,a006g000002FDEPAA4,7.1,31,1,Purchase,Owner,Semi-detached,FALSE,Declined,99.7
320136,Watch List,Non Key Account,2,867,813,31,Commissions,Hourly,34.8,a006g000002FDEQAA4,7.14,78,2,Equity Takeout,Rental,Row,FALSE,Declined,64.8
824338,Approved,Key Account,4,695,881,25,Pension,Contract,59.5,a006g000002FDERAA4,4.39,29,3,Purchase,Rental,Row,FALSE,Declined,84.8
144430,Watch List,Non Key Account,4,422,580,38,Commissions,Commissions,6.6,a006g000002FDESAA4,8.28,24,2,Purchase,Owner,Apartment Low Rise,FALSE,Declined,57.1
208307,Approved,Key Account,2,420,666,27,Self-employed,Hourly,93,a006g000002FDETAA4,5.4,63,2,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,95.3
1329389,Approved,Key Account,5,862,757,50,Self-employed,Contract,54.2,a006g000002FDEUAA4,6.66,27,3,Equity Takeout,Owner,Single,FALSE,Approved,99.5
506020,Approved,Non Key Account,3,653,771,18,Pension,Contract,17.2,a006g000002FDEVAA4,6.78,30,1,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,90.2
1333431,Approved,Non Key Account,3,489,455,42,Other,Salary,86.5,a006g000002FDEWAA4,5.25,60,3,Purchase,Owner,Single,FALSE,Declined,87.1
815671,Watch List,Non Key Account,3,649,660,6,Salary,Salary,3.3,a006g000002FDEXAA4,9.01,57,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Declined,51.1
1334547,Approved,Non Key Account,4,814,883,56,Hourly,Self-employed,29.1,a006g000002FDEYAA4,5.64,55,2,Refinance,Rental,Single,TRUE,Declined,53.7
187989,Approved,Non Key Account,4,626,775,17,Self-employed,Commissions,32.4,a006g000002FDEZAA4,7.85,27,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,72
1117343,Approved,Non Key Account,3,763,475,10,Commissions,Commissions,2.1,a006g000002FDEaAAO,7.56,35,3,Refinance,Rent To Own,Single,FALSE,Declined,71.5
453368,Approved,Key Account,2,721,811,48,Contract,Salary,68.4,a006g000002FDEbAAO,5.58,75,2,Refinance,Rent To Own,Apartment High Rise,FALSE,Declined,87.2
1300173,Watch List,Key Account,4,450,482,48,Hourly,Contract,13.6,a006g000002FDEcAAO,4.71,23,3,Refinance for Debt Consolidation,Rental,Row,FALSE,Approved,94.5
1161991,Approved,Key Account,2,515,493,54,Salary,Salary,57.7,a006g000002FDEdAAO,5.29,48,1,Purchase Rent to Own,Rental,Apartment High Rise,FALSE,Declined,78
300175,Deactivated,Key Account,1,449,401,51,Pension,Salary,16.4,a006g000002FDEeAAO,5.57,70,2,Refinance,Rental,Row,FALSE,Approved,66.3
1077545,Approved,Non Key Account,4,628,892,18,Contract,Contract,4.5,a006g000002FDEfAAO,8.72,5,3,Equity Takeout,Rental,Single,FALSE,Declined,12.3
340195,Deactivated,Non Key Account,4,592,894,58,Self-employed,Other,62.6,a006g000002FDEgAAO,9.12,10,3,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,63.1
864835,Watch List,Key Account,4,682,763,21,Self-employed,Hourly,81.3,a006g000002FDEhAAO,6.93,72,3,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,89.5
1378133,Deactivated,Key Account,1,540,648,55,Salary,Hourly,13.1,a006g000002FDEiAAO,9.25,47,2,Equity Takeout,Rent To Own,Row,FALSE,Declined,95.2
1491673,Approved,Non Key Account,4,745,755,59,Commissions,Contract,8.1,a006g000002FDEjAAO,4.34,12,2,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,70.9
